year,ethnicity group,gender,age,population
1983,malays,male,45 - 49 ,7052
1983,malays,male,50 - 54 ,6171
1983,malays,male,55 - 59 ,6292
1983,malays,male,60 - 64 ,4862
1983,malays,male,65 - 69 ,2597
1983,malays,male,70 - 74 ,1760
1983,malays,male,65 - 85,5697
1983,malays,male,70 - 85,3100
1983,malays,male,75 - 85,1340
1983,malays,female,0  -  4 ,16284
1983,malays,female,5  -  9 ,13980
1983,malays,female,10 - 14 ,16714
1983,malays,female,15 - 19 ,22212
1983,malays,female,20 - 24 ,22697
1983,malays,female,25 - 29 ,18677
1983,malays,female,30 - 34 ,13708
1983,malays,female,35 - 39 ,9134
1983,malays,female,40 - 44 ,7529
1983,malays,female,45 - 49 ,7562
1983,malays,female,50 - 54 ,6359
1983,malays,female,55 - 59 ,4969
1983,malays,female,60 - 64 ,3594
1983,malays,female,65 - 69 ,2145
1983,malays,female,70 - 74 ,1544
1983,malays,female,65 - 85,4868
1983,malays,female,70 - 85,2723
1983,malays,female,75 - 85,1179
1983,chinese,male,0  -  4 ,77270
1983,chinese,male,5  -  9 ,80644
1983,chinese,male,10 - 14 ,87894
1983,chinese,male,15 - 19 ,95119
1983,chinese,male,20 - 24 ,107875
1983,chinese,male,25 - 29 ,109061
1983,chinese,male,30 - 34 ,92365
1983,chinese,male,35 - 39 ,66144
1983,chinese,male,40 - 44 ,55041
1983,chinese,male,45 - 49 ,43406
1983,chinese,male,50 - 54 ,36829
1983,chinese,male,55 - 59 ,27866
1983,chinese,male,60 - 64 ,21795
1983,chinese,male,65 - 69 ,18474
1983,chinese,male,70 - 74 ,14651
1983,chinese,male,65 - 85,45525
1983,chinese,male,70 - 85,27051
1983,chinese,male,75 - 85,12400
1983,chinese,female,0  -  4 ,70812
1983,chinese,female,5  -  9 ,75275
1983,chinese,female,10 - 14 ,82033
1983,chinese,female,15 - 19 ,90571
1983,chinese,female,20 - 24 ,102054
1983,chinese,female,25 - 29 ,104101
1983,chinese,female,30 - 34 ,90230
1983,chinese,female,35 - 39 ,65157
1983,chinese,female,40 - 44 ,55046
1983,chinese,female,45 - 49 ,42482
1983,chinese,female,50 - 54 ,37978
1983,chinese,female,55 - 59 ,30716
1983,chinese,female,60 - 64 ,25946
1983,chinese,female,65 - 69 ,22821
1983,chinese,female,70 - 74 ,18621
1983,chinese,female,65 - 85,62066
1983,chinese,female,70 - 85,39245
1983,chinese,female,75 - 85,20624
1983,indians,male,0  -  4 ,6891
1983,indians,male,5  -  9 ,5509
1983,indians,male,10 - 14 ,7058
1983,indians,male,15 - 19 ,8985
1983,indians,male,20 - 24 ,10003
1983,indians,male,25 - 29 ,8628
1983,indians,male,30 - 34 ,6844
1983,indians,male,35 - 39 ,4759
1983,indians,male,40 - 44 ,4667
1983,indians,male,45 - 49 ,3960
1983,indians,male,50 - 54 ,5967
1983,indians,male,55 - 59 ,5586
1983,indians,male,60 - 64 ,4215
1983,indians,male,65 - 69 ,2286
1983,indians,male,70 - 74 ,1211
1983,indians,male,65 - 85,4267
1983,indians,male,70 - 85,1981
1983,indians,male,75 - 85,770
1983,indians,female,0  -  4 ,6464
1983,indians,female,5  -  9 ,5159
1983,indians,female,10 - 14 ,6649
1983,indians,female,15 - 19 ,8543
1983,indians,female,20 - 24 ,9494
1983,indians,female,25 - 29 ,8519
1983,indians,female,30 - 34 ,6573
1983,indians,female,35 - 39 ,4394
1983,indians,female,40 - 44 ,3905
1983,indians,female,45 - 49 ,3427
1983,indians,female,50 - 54 ,2742
1983,indians,female,55 - 59 ,1987
1983,indians,female,60 - 64 ,1324
1983,indians,female,65 - 69 ,705
1983,indians,female,70 - 74 ,458
1983,indians,female,65 - 85,1493
1983,indians,female,70 - 85,788
1983,indians,female,75 - 85,330
1983,Other Ethnic Groups,male,0  -  4 ,1324
1983,Other Ethnic Groups,male,5  -  9 ,890
1983,Other Ethnic Groups,male,10 - 14 ,919
1983,Other Ethnic Groups,male,15 - 19 ,1062
1983,Other Ethnic Groups,male,20 - 24 ,1120
1983,Other Ethnic Groups,male,25 - 29 ,1065
1983,Other Ethnic Groups,male,30 - 34 ,1056
1983,Other Ethnic Groups,male,35 - 39 ,826
1983,Other Ethnic Groups,male,40 - 44 ,645
1983,Other Ethnic Groups,male,45 - 49 ,605
1983,Other Ethnic Groups,male,50 - 54 ,650
1983,Other Ethnic Groups,male,55 - 59 ,551
1983,Other Ethnic Groups,male,60 - 64 ,501
1983,Other Ethnic Groups,male,65 - 69 ,276
1983,Other Ethnic Groups,male,70 - 74 ,193
1983,Other Ethnic Groups,male,65 - 85,673
1983,Other Ethnic Groups,male,70 - 85,397
1983,Other Ethnic Groups,male,75 - 85,204
1983,Other Ethnic Groups,female,0  -  4 ,1230
1983,Other Ethnic Groups,female,5  -  9 ,868
1983,Other Ethnic Groups,female,10 - 14 ,845
1983,Other Ethnic Groups,female,15 - 19 ,953
1983,Other Ethnic Groups,female,20 - 24 ,1293
1983,Other Ethnic Groups,female,25 - 29 ,1313
1983,Other Ethnic Groups,female,30 - 34 ,1195
1983,Other Ethnic Groups,female,35 - 39 ,820
1983,Other Ethnic Groups,female,40 - 44 ,705
1983,Other Ethnic Groups,female,45 - 49 ,672
1983,Other Ethnic Groups,female,50 - 54 ,600
1983,Other Ethnic Groups,female,55 - 59 ,509
1983,Other Ethnic Groups,female,60 - 64 ,426
1983,Other Ethnic Groups,female,65 - 69 ,299
1983,Other Ethnic Groups,female,70 - 74 ,228
1983,Other Ethnic Groups,female,65 - 85,842
1983,Other Ethnic Groups,female,70 - 85,543
1983,Other Ethnic Groups,female,75 - 85,315
1984,malays,male,0  -  4 ,18425
1984,malays,male,5  -  9 ,14802
1984,malays,male,10 - 14 ,17093
1984,malays,male,15 - 19 ,21381
1984,malays,male,20 - 24 ,24328
1984,malays,male,25 - 29 ,19818
1984,malays,male,30 - 34 ,14317
1984,malays,male,35 - 39 ,9614
1984,malays,male,40 - 44 ,6415
1984,malays,male,45 - 49 ,7164
1984,malays,male,50 - 54 ,5956
1984,malays,male,55 - 59 ,6408
1984,malays,male,60 - 64 ,5001
1984,malays,male,65 - 69 ,2929
1984,malays,male,70 - 74 ,1794
1984,malays,male,65 - 85,6154
1984,malays,male,70 - 85,3225
1984,malays,male,75 - 85,1431
1984,malays,female,0  -  4 ,17143
1984,malays,female,5  -  9 ,13707
1984,malays,female,10 - 14 ,16074
1984,malays,female,15 - 19 ,20877
1984,malays,female,20 - 24 ,23106
1984,malays,female,25 - 29 ,19383
1984,malays,female,30 - 34 ,14605
1984,malays,female,35 - 39 ,9888
1984,malays,female,40 - 44 ,7326
1984,malays,female,45 - 49 ,7623
1984,malays,female,50 - 54 ,6554
1984,malays,female,55 - 59 ,5327
1984,malays,female,60 - 64 ,3739
1984,malays,female,65 - 69 ,2348
1984,malays,female,70 - 74 ,1562
1984,malays,female,65 - 85,5194
1984,malays,female,70 - 85,2846
1984,malays,female,75 - 85,1284
1984,chinese,male,0  -  4 ,76360
1984,chinese,male,5  -  9 ,78971
1984,chinese,male,10 - 14 ,89199
1984,chinese,male,15 - 19 ,90791
1984,chinese,male,20 - 24 ,105994
1984,chinese,male,25 - 29 ,111711
1984,chinese,male,30 - 34 ,96083
1984,chinese,male,35 - 39 ,73374
1984,chinese,male,40 - 44 ,55092
1984,chinese,male,45 - 49 ,46657
1984,chinese,male,50 - 54 ,37675
1984,chinese,male,55 - 59 ,29678
1984,chinese,male,60 - 64 ,22189
1984,chinese,male,65 - 69 ,18482
1984,chinese,male,70 - 74 ,14931
1984,chinese,male,65 - 85,46733
1984,chinese,male,70 - 85,28251
1984,chinese,male,75 - 85,13320
1984,chinese,female,0  -  4 ,70153
1984,chinese,female,5  -  9 ,73402
1984,chinese,female,10 - 14 ,83076
1984,chinese,female,15 - 19 ,86340
1984,chinese,female,20 - 24 ,100972
1984,chinese,female,25 - 29 ,106985
1984,chinese,female,30 - 34 ,93151
1984,chinese,female,35 - 39 ,71902
1984,chinese,female,40 - 44 ,54762
1984,chinese,female,45 - 49 ,45767
1984,chinese,female,50 - 54 ,38514
1984,chinese,female,55 - 59 ,32630
1984,chinese,female,60 - 64 ,26397
1984,chinese,female,65 - 69 ,23068
1984,chinese,female,70 - 74 ,19269
1984,chinese,female,65 - 85,64234
1984,chinese,female,70 - 85,41166
1984,chinese,female,75 - 85,21897
1984,indians,male,0  -  4 ,7384
1984,indians,male,5  -  9 ,5541
1984,indians,male,10 - 14 ,6880
1984,indians,male,15 - 19 ,8606
1984,indians,male,20 - 24 ,10091
1984,indians,male,25 - 29 ,9318
1984,indians,male,30 - 34 ,7279
1984,indians,male,35 - 39 ,5319
1984,indians,male,40 - 44 ,4687
1984,indians,male,45 - 49 ,3946
1984,indians,male,50 - 54 ,5708
1984,indians,male,55 - 59 ,5724
1984,indians,male,60 - 64 ,4420
1984,indians,male,65 - 69 ,2501
1984,indians,male,70 - 74 ,1326
1984,indians,male,65 - 85,4658
1984,indians,male,70 - 85,2157
1984,indians,male,75 - 85,831
1984,indians,female,0  -  4 ,6940
1984,indians,female,5  -  9 ,5171
1984,indians,female,10 - 14 ,6496
1984,indians,female,15 - 19 ,8192
1984,indians,female,20 - 24 ,9739
1984,indians,female,25 - 29 ,9010
1984,indians,female,30 - 34 ,6976
1984,indians,female,35 - 39 ,5048
1984,indians,female,40 - 44 ,3794
1984,indians,female,45 - 49 ,3668
1984,indians,female,50 - 54 ,2872
1984,indians,female,55 - 59 ,2141
1984,indians,female,60 - 64 ,1432
1984,indians,female,65 - 69 ,769
1984,indians,female,70 - 74 ,489
1984,indians,female,65 - 85,1620
1984,indians,female,70 - 85,851
1984,indians,female,75 - 85,362
1984,Other Ethnic Groups,male,0  -  4 ,1417
1984,Other Ethnic Groups,male,5  -  9 ,921
1984,Other Ethnic Groups,male,10 - 14 ,931
1984,Other Ethnic Groups,male,15 - 19 ,977
1984,Other Ethnic Groups,male,20 - 24 ,1165
1984,Other Ethnic Groups,male,25 - 29 ,1086
1984,Other Ethnic Groups,male,30 - 34 ,1074
1984,Other Ethnic Groups,male,35 - 39 ,909
1984,Other Ethnic Groups,male,40 - 44 ,632
1984,Other Ethnic Groups,male,45 - 49 ,609
1984,Other Ethnic Groups,male,50 - 54 ,642
1984,Other Ethnic Groups,male,55 - 59 ,557
1984,Other Ethnic Groups,male,60 - 64 ,507
1984,Other Ethnic Groups,male,65 - 69 ,316
1984,Other Ethnic Groups,male,70 - 74 ,197
1984,Other Ethnic Groups,male,65 - 85,738
1984,Other Ethnic Groups,male,70 - 85,422
1984,Other Ethnic Groups,male,75 - 85,225
1984,Other Ethnic Groups,female,0  -  4 ,1325
1984,Other Ethnic Groups,female,5  -  9 ,874
1984,Other Ethnic Groups,female,10 - 14 ,838
1984,Other Ethnic Groups,female,15 - 19 ,919
1984,Other Ethnic Groups,female,20 - 24 ,1303
1984,Other Ethnic Groups,female,25 - 29 ,1395
1984,Other Ethnic Groups,female,30 - 34 ,1237
1984,Other Ethnic Groups,female,35 - 39 ,942
1984,Other Ethnic Groups,female,40 - 44 ,672
1984,Other Ethnic Groups,female,45 - 49 ,697
1984,Other Ethnic Groups,female,50 - 54 ,597
1984,Other Ethnic Groups,female,55 - 59 ,543
1984,Other Ethnic Groups,female,60 - 64 ,433
1984,Other Ethnic Groups,female,65 - 69 ,317
1984,Other Ethnic Groups,female,70 - 74 ,251
1984,Other Ethnic Groups,female,65 - 85,889
1984,Other Ethnic Groups,female,70 - 85,572
1984,Other Ethnic Groups,female,75 - 85,321
1985,malays,male,0  -  4 ,19421
1985,malays,male,5  -  9 ,14692
1985,malays,male,10 - 14 ,16950
1985,malays,male,15 - 19 ,19862
1985,malays,male,20 - 24 ,24188
1985,malays,male,25 - 29 ,20947
1985,malays,male,30 - 34 ,15291
1985,malays,male,35 - 39 ,10881
1985,malays,male,40 - 44 ,6028
1985,malays,male,45 - 49 ,6977
1985,malays,male,50 - 54 ,6168
1985,malays,male,55 - 59 ,6408
1985,malays,male,60 - 64 ,5154
1985,malays,male,65 - 69 ,3309
1985,malays,male,70 - 74 ,1749
1985,malays,male,65 - 85,6587
1985,malays,male,70 - 85,3278
1985,malays,male,75 - 85,1529
1985,malays,female,0  -  4 ,18268
1985,malays,female,5  -  9 ,13591
1985,malays,female,10 - 14 ,15828
1985,malays,female,15 - 19 ,19241
1985,malays,female,20 - 24 ,23116
1985,malays,female,25 - 29 ,20158
1985,malays,female,30 - 34 ,15425
1985,malays,female,35 - 39 ,11142
1985,malays,female,40 - 44 ,6820
1985,malays,female,45 - 49 ,7378
1985,malays,female,50 - 54 ,7016
1985,malays,female,55 - 59 ,5682
1985,malays,female,60 - 64 ,3895
1985,malays,female,65 - 69 ,2595
1985,malays,female,70 - 74 ,1540
1985,malays,female,65 - 85,5496
1985,malays,female,70 - 85,2901
1985,malays,female,75 - 85,1361
1985,chinese,male,0  -  4 ,76787
1985,chinese,male,5  -  9 ,78288
1985,chinese,male,10 - 14 ,88869
1985,chinese,male,15 - 19 ,87717
1985,chinese,male,20 - 24 ,103296
1985,chinese,male,25 - 29 ,113619
1985,chinese,male,30 - 34 ,99913
1985,chinese,male,35 - 39 ,82828
1985,chinese,male,40 - 44 ,52701
1985,chinese,male,45 - 49 ,49166
1985,chinese,male,50 - 54 ,39282
1985,chinese,male,55 - 59 ,31317
1985,chinese,male,60 - 64 ,22681
1985,chinese,male,65 - 69 ,18531
1985,chinese,male,70 - 74 ,15206
1985,chinese,male,65 - 85,48159
1985,chinese,male,70 - 85,29628
1985,chinese,male,75 - 85,14422
1985,chinese,female,0  -  4 ,70757
1985,chinese,female,5  -  9 ,72461
1985,chinese,female,10 - 14 ,82877
1985,chinese,female,15 - 19 ,83134
1985,chinese,female,20 - 24 ,98931
1985,chinese,female,25 - 29 ,108538
1985,chinese,female,30 - 34 ,96579
1985,chinese,female,35 - 39 ,81054
1985,chinese,female,40 - 44 ,52121
1985,chinese,female,45 - 49 ,48402
1985,chinese,female,50 - 54 ,39985
1985,chinese,female,55 - 59 ,34430
1985,chinese,female,60 - 64 ,26495
1985,chinese,female,65 - 69 ,23481
1985,chinese,female,70 - 74 ,19744
1985,chinese,female,65 - 85,66710
1985,chinese,female,70 - 85,43229
1985,chinese,female,75 - 85,23485
1985,indians,male,0  -  4 ,7827
1985,indians,male,5  -  9 ,5703
1985,indians,male,10 - 14 ,6744
1985,indians,male,15 - 19 ,8325
1985,indians,male,20 - 24 ,9954
1985,indians,male,25 - 29 ,9914
1985,indians,male,30 - 34 ,7649
1985,indians,male,35 - 39 ,6126
1985,indians,male,40 - 44 ,4397
1985,indians,male,45 - 49 ,4239
1985,indians,male,50 - 54 ,5217
1985,indians,male,55 - 59 ,5937
1985,indians,male,60 - 64 ,4597
1985,indians,male,65 - 69 ,2839
1985,indians,male,70 - 74 ,1428
1985,indians,male,65 - 85,5196
1985,indians,male,70 - 85,2357
1985,indians,male,75 - 85,929
1985,indians,female,0  -  4 ,7346
1985,indians,female,5  -  9 ,5426
1985,indians,female,10 - 14 ,6330
1985,indians,female,15 - 19 ,7795
1985,indians,female,20 - 24 ,9768
1985,indians,female,25 - 29 ,9447
1985,indians,female,30 - 34 ,7411
1985,indians,female,35 - 39 ,5870
1985,indians,female,40 - 44 ,3633
1985,indians,female,45 - 49 ,3823
1985,indians,female,50 - 54 ,3024
1985,indians,female,55 - 59 ,2348
1985,indians,female,60 - 64 ,1517
1985,indians,female,65 - 69 ,871
1985,indians,female,70 - 74 ,532
1985,indians,female,65 - 85,1797
1985,indians,female,70 - 85,926
1985,indians,female,75 - 85,394
1985,Other Ethnic Groups,male,0  -  4 ,1507
1985,Other Ethnic Groups,male,5  -  9 ,972
1985,Other Ethnic Groups,male,10 - 14 ,931
1985,Other Ethnic Groups,male,15 - 19 ,926
1985,Other Ethnic Groups,male,20 - 24 ,1148
1985,Other Ethnic Groups,male,25 - 29 ,1153
1985,Other Ethnic Groups,male,30 - 34 ,1050
1985,Other Ethnic Groups,male,35 - 39 ,1025
1985,Other Ethnic Groups,male,40 - 44 ,606
1985,Other Ethnic Groups,male,45 - 49 ,641
1985,Other Ethnic Groups,male,50 - 54 ,630
1985,Other Ethnic Groups,male,55 - 59 ,584
1985,Other Ethnic Groups,male,60 - 64 ,516
1985,Other Ethnic Groups,male,65 - 69 ,335
1985,Other Ethnic Groups,male,70 - 74 ,214
1985,Other Ethnic Groups,male,65 - 85,787
1985,Other Ethnic Groups,male,70 - 85,452
1985,Other Ethnic Groups,male,75 - 85,238
1985,Other Ethnic Groups,female,0  -  4 ,1433
1985,Other Ethnic Groups,female,5  -  9 ,909
1985,Other Ethnic Groups,female,10 - 14 ,837
1985,Other Ethnic Groups,female,15 - 19 ,899
1985,Other Ethnic Groups,female,20 - 24 ,1286
1985,Other Ethnic Groups,female,25 - 29 ,1466
1985,Other Ethnic Groups,female,30 - 34 ,1288
1985,Other Ethnic Groups,female,35 - 39 ,1093
1985,Other Ethnic Groups,female,40 - 44 ,614
1985,Other Ethnic Groups,female,45 - 49 ,718
1985,Other Ethnic Groups,female,50 - 54 ,625
1985,Other Ethnic Groups,female,55 - 59 ,560
1985,Other Ethnic Groups,female,60 - 64 ,448
1985,Other Ethnic Groups,female,65 - 69 ,339
1985,Other Ethnic Groups,female,70 - 74 ,260
1985,Other Ethnic Groups,female,65 - 85,926
1985,Other Ethnic Groups,female,70 - 85,587
1985,Other Ethnic Groups,female,75 - 85,327
1986,malays,male,0  -  4 ,20168
1986,malays,male,5  -  9 ,15301
1986,malays,male,10 - 14 ,16266
1986,malays,male,15 - 19 ,18619
1986,malays,male,20 - 24 ,24027
1986,malays,male,25 - 29 ,21904
1986,malays,male,30 - 34 ,16435
1986,malays,male,35 - 39 ,11865
1986,malays,male,40 - 44 ,6053
1986,malays,male,45 - 49 ,6796
1986,malays,male,50 - 54 ,6487
1986,malays,male,55 - 59 ,6136
1986,malays,male,60 - 64 ,5324
1986,malays,male,65 - 69 ,3602
1986,malays,male,70 - 74 ,1772
1986,malays,male,65 - 85,6981
1986,malays,male,70 - 85,3379
1986,malays,male,75 - 85,1607
1986,malays,female,0  -  4 ,18949
1986,malays,female,5  -  9 ,14148
1986,malays,female,10 - 14 ,15062
1986,malays,female,15 - 19 ,17868
1986,malays,female,20 - 24 ,23028
1986,malays,female,25 - 29 ,20941
1986,malays,female,30 - 34 ,16357
1986,malays,female,35 - 39 ,12197
1986,malays,female,40 - 44 ,6680
1986,malays,female,45 - 49 ,7229
1986,malays,female,50 - 54 ,7292
1986,malays,female,55 - 59 ,5910
1986,malays,female,60 - 64 ,4114
1986,malays,female,65 - 69 ,2786
1986,malays,female,70 - 74 ,1534
1986,malays,female,65 - 85,5742
1986,malays,female,70 - 85,2956
1986,malays,female,75 - 85,1422
1986,chinese,male,0  -  4 ,75570
1986,chinese,male,5  -  9 ,78368
1986,chinese,male,10 - 14 ,87324
1986,chinese,male,15 - 19 ,86215
1986,chinese,male,20 - 24 ,100494
1986,chinese,male,25 - 29 ,114190
1986,chinese,male,30 - 34 ,104346
1986,chinese,male,35 - 39 ,89454
1986,chinese,male,40 - 44 ,53054
1986,chinese,male,45 - 49 ,52182
1986,chinese,male,50 - 54 ,40374
1986,chinese,male,55 - 59 ,32889
1986,chinese,male,60 - 64 ,23349
1986,chinese,male,65 - 69 ,18776
1986,chinese,male,70 - 74 ,15101
1986,chinese,male,65 - 85,49635
1986,chinese,male,70 - 85,30859
1986,chinese,male,75 - 85,15758
1986,chinese,female,0  -  4 ,69314
1986,chinese,female,5  -  9 ,72739
1986,chinese,female,10 - 14 ,81532
1986,chinese,female,15 - 19 ,81038
1986,chinese,female,20 - 24 ,97140
1986,chinese,female,25 - 29 ,108866
1986,chinese,female,30 - 34 ,100629
1986,chinese,female,35 - 39 ,87552
1986,chinese,female,40 - 44 ,51953
1986,chinese,female,45 - 49 ,51986
1986,chinese,female,50 - 54 ,40671
1986,chinese,female,55 - 59 ,35732
1986,chinese,female,60 - 64 ,27198
1986,chinese,female,65 - 69 ,23811
1986,chinese,female,70 - 74 ,20001
1986,chinese,female,65 - 85,69060
1986,chinese,female,70 - 85,45249
1986,chinese,female,75 - 85,25248
1986,indians,male,0  -  4 ,7998
1986,indians,male,5  -  9 ,6198
1986,indians,male,10 - 14 ,6438
1986,indians,male,15 - 19 ,8026
1986,indians,male,20 - 24 ,9844
1986,indians,male,25 - 29 ,10354
1986,indians,male,30 - 34 ,8258
1986,indians,male,35 - 39 ,6744
1986,indians,male,40 - 44 ,4278
1986,indians,male,45 - 49 ,4550
1986,indians,male,50 - 54 ,4760
1986,indians,male,55 - 59 ,6001
1986,indians,male,60 - 64 ,4856
1986,indians,male,65 - 69 ,3140
1986,indians,male,70 - 74 ,1504
1986,indians,male,65 - 85,5669
1986,indians,male,70 - 85,2529
1986,indians,male,75 - 85,1025
1986,indians,female,0  -  4 ,7402
1986,indians,female,5  -  9 ,5880
1986,indians,female,10 - 14 ,6148
1986,indians,female,15 - 19 ,7407
1986,indians,female,20 - 24 ,9698
1986,indians,female,25 - 29 ,9798
1986,indians,female,30 - 34 ,7999
1986,indians,female,35 - 39 ,6530
1986,indians,female,40 - 44 ,3631
1986,indians,female,45 - 49 ,3971
1986,indians,female,50 - 54 ,3211
1986,indians,female,55 - 59 ,2463
1986,indians,female,60 - 64 ,1628
1986,indians,female,65 - 69 ,991
1986,indians,female,70 - 74 ,554
1986,indians,female,65 - 85,1957
1986,indians,female,70 - 85,966
1986,indians,female,75 - 85,412
1986,Other Ethnic Groups,male,0  -  4 ,1451
1986,Other Ethnic Groups,male,5  -  9 ,1132
1986,Other Ethnic Groups,male,10 - 14 ,936
1986,Other Ethnic Groups,male,15 - 19 ,875
1986,Other Ethnic Groups,male,20 - 24 ,1144
1986,Other Ethnic Groups,male,25 - 29 ,1195
1986,Other Ethnic Groups,male,30 - 34 ,1061
1986,Other Ethnic Groups,male,35 - 39 ,1125
1986,Other Ethnic Groups,male,40 - 44 ,591
1986,Other Ethnic Groups,male,45 - 49 ,655
1986,Other Ethnic Groups,male,50 - 54 ,607
