Column,year,ethnicity group,gender,age,population
8891,1983,Other Ethnic Groups,female,15 - 19 ,953
8892,1983,Other Ethnic Groups,female,20 - 24 ,1293
8893,1983,Other Ethnic Groups,female,25 - 29 ,1313
8894,1983,Other Ethnic Groups,female,30 - 34 ,1195
8895,1983,Other Ethnic Groups,female,35 - 39 ,820
8896,1983,Other Ethnic Groups,female,40 - 44 ,705
8897,1983,Other Ethnic Groups,female,45 - 49 ,672
8898,1983,Other Ethnic Groups,female,50 - 54 ,600
8899,1983,Other Ethnic Groups,female,55 - 59 ,509
8900,1983,Other Ethnic Groups,female,60 - 64 ,426
8901,1983,Other Ethnic Groups,female,65 - 69 ,299
8902,1983,Other Ethnic Groups,female,70 - 74 ,228
8903,1983,Other Ethnic Groups,female,75 - 79 ,
8904,1983,Other Ethnic Groups,female,80 - 84 ,
8905,1983,Other Ethnic Groups,female,65 - 85,842
8906,1983,Other Ethnic Groups,female,70 - 85,543
8907,1983,Other Ethnic Groups,female,75 - 85,315
8908,1983,Other Ethnic Groups,female,80 - 84,
8909,1983,Other Ethnic Groups,female,85,
8910,1984,Total Residents,both combined,0  -  4 ,199148
8911,1984,Total Residents,both combined,5  -  9 ,193390
8912,1984,Total Residents,both combined,10 - 14 ,220588
8913,1984,Total Residents,both combined,15 - 19 ,238082
8914,1984,Total Residents,both combined,20 - 24 ,276698
8915,1984,Total Residents,both combined,25 - 29 ,278708
8916,1984,Total Residents,both combined,30 - 34 ,234721
8917,1984,Total Residents,both combined,35 - 39 ,176996
8918,1984,Total Residents,both combined,40 - 44 ,133379
8919,1984,Total Residents,both combined,45 - 49 ,116130
8920,1984,Total Residents,both combined,50 - 54 ,98518
8921,1984,Total Residents,both combined,55 - 59 ,83007
8922,1984,Total Residents,both combined,60 - 64 ,64118
8923,1984,Total Residents,both combined,65 - 69 ,50731
8924,1984,Total Residents,both combined,70 - 74 ,39820
8925,1984,Total Residents,both combined,75 - 79 ,
8926,1984,Total Residents,both combined,80 - 84 ,
8927,1984,Total Residents,both combined,65 - 85,130222
8928,1984,Total Residents,both combined,70 - 85,79491
8929,1984,Total Residents,both combined,75 - 85,39671
8930,1984,Total Residents,both combined,80 - 84,
8931,1984,Total Residents,both combined,85,
8932,1984,Total Residents,male,0  -  4 ,103587
8933,1984,Total Residents,male,5  -  9 ,100235
8934,1984,Total Residents,male,10 - 14 ,114103
8935,1984,Total Residents,male,15 - 19 ,121754
8936,1984,Total Residents,male,20 - 24 ,141578
8937,1984,Total Residents,male,25 - 29 ,141934
8938,1984,Total Residents,male,30 - 34 ,118752
8939,1984,Total Residents,male,35 - 39 ,89216
8940,1984,Total Residents,male,40 - 44 ,66825
8941,1984,Total Residents,male,45 - 49 ,58376
8942,1984,Total Residents,male,50 - 54 ,49981
8943,1984,Total Residents,male,55 - 59 ,42367
8944,1984,Total Residents,male,60 - 64 ,32117
8945,1984,Total Residents,male,65 - 69 ,24228
8946,1984,Total Residents,male,70 - 74 ,18249
8947,1984,Total Residents,male,75 - 79 ,
8948,1984,Total Residents,male,80 - 84 ,
8949,1984,Total Residents,male,65 - 85,58283
8950,1984,Total Residents,male,70 - 85,34055
8951,1984,Total Residents,male,75 - 85,15806
8952,1984,Total Residents,male,80 - 84,
8953,1984,Total Residents,male,85,
8954,1984,Total Residents,female,0  -  4 ,95561
8955,1984,Total Residents,female,5  -  9 ,93155
8956,1984,Total Residents,female,10 - 14 ,106485
8957,1984,Total Residents,female,15 - 19 ,116328
8958,1984,Total Residents,female,20 - 24 ,135120
8959,1984,Total Residents,female,25 - 29 ,136774
8960,1984,Total Residents,female,30 - 34 ,115968
8961,1984,Total Residents,female,35 - 39 ,87780
8962,1984,Total Residents,female,40 - 44 ,66554
8963,1984,Total Residents,female,45 - 49 ,57754
8964,1984,Total Residents,female,50 - 54 ,48537
8965,1984,Total Residents,female,55 - 59 ,40640
8966,1984,Total Residents,female,60 - 64 ,32001
8967,1984,Total Residents,female,65 - 69 ,26502
8968,1984,Total Residents,female,70 - 74 ,21572
8969,1984,Total Residents,female,75 - 79 ,
8970,1984,Total Residents,female,80 - 84 ,
8971,1984,Total Residents,female,65 - 85,71939
8972,1984,Total Residents,female,70 - 85,45437
8973,1984,Total Residents,female,75 - 85,23865
8974,1984,Total Residents,female,80 - 84,
8975,1984,Total Residents,female,85,
8976,1984,malays,both combined,0  -  4 ,35568
8977,1984,malays,both combined,5  -  9 ,28510
8978,1984,malays,both combined,10 - 14 ,33167
8979,1984,malays,both combined,15 - 19 ,42258
8980,1984,malays,both combined,20 - 24 ,47435
8981,1984,malays,both combined,25 - 29 ,39202
8982,1984,malays,both combined,30 - 34 ,28921
8983,1984,malays,both combined,35 - 39 ,19502
8984,1984,malays,both combined,40 - 44 ,13740
8985,1984,malays,both combined,45 - 49 ,14787
8986,1984,malays,both combined,50 - 54 ,12510
8987,1984,malays,both combined,55 - 59 ,11735
8988,1984,malays,both combined,60 - 64 ,8740
8989,1984,malays,both combined,65 - 69 ,5277
8990,1984,malays,both combined,70 - 74 ,3357
8991,1984,malays,both combined,75 - 79 ,
8992,1984,malays,both combined,80 - 84 ,
8993,1984,malays,both combined,65 - 85,11349
8994,1984,malays,both combined,70 - 85,6072
8995,1984,malays,both combined,75 - 85,2715
8996,1984,malays,both combined,80 - 84,
8997,1984,malays,both combined,85,
8998,1984,malays,male,0  -  4 ,18425
8999,1984,malays,male,5  -  9 ,14802
9000,1984,malays,male,10 - 14 ,17093
9001,1984,malays,male,15 - 19 ,21381
9002,1984,malays,male,20 - 24 ,24328
9003,1984,malays,male,25 - 29 ,19818
9004,1984,malays,male,30 - 34 ,14317
9005,1984,malays,male,35 - 39 ,9614
9006,1984,malays,male,40 - 44 ,6415
9007,1984,malays,male,45 - 49 ,7164
9008,1984,malays,male,50 - 54 ,5956
9009,1984,malays,male,55 - 59 ,6408
9010,1984,malays,male,60 - 64 ,5001
9011,1984,malays,male,65 - 69 ,2929
9012,1984,malays,male,70 - 74 ,1794
9013,1984,malays,male,75 - 79 ,
9014,1984,malays,male,80 - 84 ,
9015,1984,malays,male,65 - 85,6154
9016,1984,malays,male,70 - 85,3225
9017,1984,malays,male,75 - 85,1431
9018,1984,malays,male,80 - 84,
9019,1984,malays,male,85,
9020,1984,malays,female,0  -  4 ,17143
9021,1984,malays,female,5  -  9 ,13707
9022,1984,malays,female,10 - 14 ,16074
9023,1984,malays,female,15 - 19 ,20877
9024,1984,malays,female,20 - 24 ,23106
9025,1984,malays,female,25 - 29 ,19383
9026,1984,malays,female,30 - 34 ,14605
9027,1984,malays,female,35 - 39 ,9888
9028,1984,malays,female,40 - 44 ,7326
9029,1984,malays,female,45 - 49 ,7623
9030,1984,malays,female,50 - 54 ,6554
9031,1984,malays,female,55 - 59 ,5327
9032,1984,malays,female,60 - 64 ,3739
9033,1984,malays,female,65 - 69 ,2348
9034,1984,malays,female,70 - 74 ,1562
9035,1984,malays,female,75 - 79 ,
9036,1984,malays,female,80 - 84 ,
9037,1984,malays,female,65 - 85,5194
9038,1984,malays,female,70 - 85,2846
9039,1984,malays,female,75 - 85,1284
9040,1984,malays,female,80 - 84,
9041,1984,malays,female,85,
9042,1984,chinese,both combined,0  -  4 ,146513
9043,1984,chinese,both combined,5  -  9 ,152373
9044,1984,chinese,both combined,10 - 14 ,172275
9045,1984,chinese,both combined,15 - 19 ,177131
9046,1984,chinese,both combined,20 - 24 ,206966
9047,1984,chinese,both combined,25 - 29 ,218696
9048,1984,chinese,both combined,30 - 34 ,189233
9049,1984,chinese,both combined,35 - 39 ,145276
9050,1984,chinese,both combined,40 - 44 ,109854
9051,1984,chinese,both combined,45 - 49 ,92423
9052,1984,chinese,both combined,50 - 54 ,76189
9053,1984,chinese,both combined,55 - 59 ,62308
9054,1984,chinese,both combined,60 - 64 ,48586
9055,1984,chinese,both combined,65 - 69 ,41550
9056,1984,chinese,both combined,70 - 74 ,34200
9057,1984,chinese,both combined,75 - 79 ,
9058,1984,chinese,both combined,80 - 84 ,
9059,1984,chinese,both combined,65 - 85,110968
9060,1984,chinese,both combined,70 - 85,69418
9061,1984,chinese,both combined,75 - 85,35218
9062,1984,chinese,both combined,80 - 84,
9063,1984,chinese,both combined,85,
9064,1984,chinese,male,0  -  4 ,76360
9065,1984,chinese,male,5  -  9 ,78971
9066,1984,chinese,male,10 - 14 ,89199
9067,1984,chinese,male,15 - 19 ,90791
9068,1984,chinese,male,20 - 24 ,105994
9069,1984,chinese,male,25 - 29 ,111711
9070,1984,chinese,male,30 - 34 ,96083
9071,1984,chinese,male,35 - 39 ,73374
9072,1984,chinese,male,40 - 44 ,55092
9073,1984,chinese,male,45 - 49 ,46657
9074,1984,chinese,male,50 - 54 ,37675
9075,1984,chinese,male,55 - 59 ,29678
9076,1984,chinese,male,60 - 64 ,22189
9077,1984,chinese,male,65 - 69 ,18482
9078,1984,chinese,male,70 - 74 ,14931
9079,1984,chinese,male,75 - 79 ,
9080,1984,chinese,male,80 - 84 ,
9081,1984,chinese,male,65 - 85,46733
9082,1984,chinese,male,70 - 85,28251
9083,1984,chinese,male,75 - 85,13320
9084,1984,chinese,male,80 - 84,
9085,1984,chinese,male,85,
9086,1984,chinese,female,0  -  4 ,70153
9087,1984,chinese,female,5  -  9 ,73402
9088,1984,chinese,female,10 - 14 ,83076
9089,1984,chinese,female,15 - 19 ,86340
9090,1984,chinese,female,20 - 24 ,100972
9091,1984,chinese,female,25 - 29 ,106985
9092,1984,chinese,female,30 - 34 ,93151
9093,1984,chinese,female,35 - 39 ,71902
9094,1984,chinese,female,40 - 44 ,54762
9095,1984,chinese,female,45 - 49 ,45767
9096,1984,chinese,female,50 - 54 ,38514
9097,1984,chinese,female,55 - 59 ,32630
9098,1984,chinese,female,60 - 64 ,26397
9099,1984,chinese,female,65 - 69 ,23068
9100,1984,chinese,female,70 - 74 ,19269
9101,1984,chinese,female,75 - 79 ,
9102,1984,chinese,female,80 - 84 ,
9103,1984,chinese,female,65 - 85,64234
9104,1984,chinese,female,70 - 85,41166
9105,1984,chinese,female,75 - 85,21897
9106,1984,chinese,female,80 - 84,
9107,1984,chinese,female,85,
9108,1984,indians,both combined,0  -  4 ,14325
9109,1984,indians,both combined,5  -  9 ,10713
9110,1984,indians,both combined,10 - 14 ,13377
9111,1984,indians,both combined,15 - 19 ,16798
9112,1984,indians,both combined,20 - 24 ,19829
9113,1984,indians,both combined,25 - 29 ,18329
9114,1984,indians,both combined,30 - 34 ,14255
9115,1984,indians,both combined,35 - 39 ,10367
9116,1984,indians,both combined,40 - 44 ,8481
9117,1984,indians,both combined,45 - 49 ,7614
9118,1984,indians,both combined,50 - 54 ,8581
9119,1984,indians,both combined,55 - 59 ,7865
9120,1984,indians,both combined,60 - 64 ,5852
9121,1984,indians,both combined,65 - 69 ,3271
9122,1984,indians,both combined,70 - 74 ,1815
9123,1984,indians,both combined,75 - 79 ,
9124,1984,indians,both combined,80 - 84 ,
9125,1984,indians,both combined,65 - 85,6279
9126,1984,indians,both combined,70 - 85,3008
9127,1984,indians,both combined,75 - 85,1193
9128,1984,indians,both combined,80 - 84,
9129,1984,indians,both combined,85,
9130,1984,indians,male,0  -  4 ,7384
9131,1984,indians,male,5  -  9 ,5541
9132,1984,indians,male,10 - 14 ,6880
9133,1984,indians,male,15 - 19 ,8606
9134,1984,indians,male,20 - 24 ,10091
9135,1984,indians,male,25 - 29 ,9318
9136,1984,indians,male,30 - 34 ,7279
9137,1984,indians,male,35 - 39 ,5319
9138,1984,indians,male,40 - 44 ,4687
9139,1984,indians,male,45 - 49 ,3946
9140,1984,indians,male,50 - 54 ,5708
9141,1984,indians,male,55 - 59 ,5724
9142,1984,indians,male,60 - 64 ,4420
9143,1984,indians,male,65 - 69 ,2501
9144,1984,indians,male,70 - 74 ,1326
9145,1984,indians,male,75 - 79 ,
9146,1984,indians,male,80 - 84 ,
9147,1984,indians,male,65 - 85,4658
9148,1984,indians,male,70 - 85,2157
9149,1984,indians,male,75 - 85,831
9150,1984,indians,male,80 - 84,
9151,1984,indians,male,85,
9152,1984,indians,female,0  -  4 ,6940
9153,1984,indians,female,5  -  9 ,5171
9154,1984,indians,female,10 - 14 ,6496
9155,1984,indians,female,15 - 19 ,8192
9156,1984,indians,female,20 - 24 ,9739
9157,1984,indians,female,25 - 29 ,9010
9158,1984,indians,female,30 - 34 ,6976
9159,1984,indians,female,35 - 39 ,5048
9160,1984,indians,female,40 - 44 ,3794
9161,1984,indians,female,45 - 49 ,3668
9162,1984,indians,female,50 - 54 ,2872
9163,1984,indians,female,55 - 59 ,2141
9164,1984,indians,female,60 - 64 ,1432
9165,1984,indians,female,65 - 69 ,769
9166,1984,indians,female,70 - 74 ,489
9167,1984,indians,female,75 - 79 ,
9168,1984,indians,female,80 - 84 ,
9169,1984,indians,female,65 - 85,1620
9170,1984,indians,female,70 - 85,851
9171,1984,indians,female,75 - 85,362
9172,1984,indians,female,80 - 84,
9173,1984,indians,female,85,
9174,1984,Other Ethnic Groups,both combined,0  -  4 ,2742
9175,1984,Other Ethnic Groups,both combined,5  -  9 ,1795
9176,1984,Other Ethnic Groups,both combined,10 - 14 ,1769
9177,1984,Other Ethnic Groups,both combined,15 - 19 ,1896
9178,1984,Other Ethnic Groups,both combined,20 - 24 ,2468
9179,1984,Other Ethnic Groups,both combined,25 - 29 ,2481
9180,1984,Other Ethnic Groups,both combined,30 - 34 ,2311
9181,1984,Other Ethnic Groups,both combined,35 - 39 ,1851
9182,1984,Other Ethnic Groups,both combined,40 - 44 ,1304
9183,1984,Other Ethnic Groups,both combined,45 - 49 ,1306
9184,1984,Other Ethnic Groups,both combined,50 - 54 ,1239
9185,1984,Other Ethnic Groups,both combined,55 - 59 ,1100
9186,1984,Other Ethnic Groups,both combined,60 - 64 ,940
9187,1984,Other Ethnic Groups,both combined,65 - 69 ,632
9188,1984,Other Ethnic Groups,both combined,70 - 74 ,448
9189,1984,Other Ethnic Groups,both combined,75 - 79 ,
9190,1984,Other Ethnic Groups,both combined,80 - 84 ,
9191,1984,Other Ethnic Groups,both combined,65 - 85,1625
9192,1984,Other Ethnic Groups,both combined,70 - 85,993
9193,1984,Other Ethnic Groups,both combined,75 - 85,545
9194,1984,Other Ethnic Groups,both combined,80 - 84,
9195,1984,Other Ethnic Groups,both combined,85,
9196,1984,Other Ethnic Groups,male,0  -  4 ,1417
9197,1984,Other Ethnic Groups,male,5  -  9 ,921
9198,1984,Other Ethnic Groups,male,10 - 14 ,931
9199,1984,Other Ethnic Groups,male,15 - 19 ,977
9200,1984,Other Ethnic Groups,male,20 - 24 ,1165
9201,1984,Other Ethnic Groups,male,25 - 29 ,1086
9202,1984,Other Ethnic Groups,male,30 - 34 ,1074
9203,1984,Other Ethnic Groups,male,35 - 39 ,909
9204,1984,Other Ethnic Groups,male,40 - 44 ,632
9205,1984,Other Ethnic Groups,male,45 - 49 ,609
9206,1984,Other Ethnic Groups,male,50 - 54 ,642
9207,1984,Other Ethnic Groups,male,55 - 59 ,557
9208,1984,Other Ethnic Groups,male,60 - 64 ,507
9209,1984,Other Ethnic Groups,male,65 - 69 ,316
9210,1984,Other Ethnic Groups,male,70 - 74 ,197
9211,1984,Other Ethnic Groups,male,75 - 79 ,
9212,1984,Other Ethnic Groups,male,80 - 84 ,
9213,1984,Other Ethnic Groups,male,65 - 85,738
9214,1984,Other Ethnic Groups,male,70 - 85,422
9215,1984,Other Ethnic Groups,male,75 - 85,225
9216,1984,Other Ethnic Groups,male,80 - 84,
9217,1984,Other Ethnic Groups,male,85,
9218,1984,Other Ethnic Groups,female,0  -  4 ,1325
9219,1984,Other Ethnic Groups,female,5  -  9 ,874
9220,1984,Other Ethnic Groups,female,10 - 14 ,838
9221,1984,Other Ethnic Groups,female,15 - 19 ,919
9222,1984,Other Ethnic Groups,female,20 - 24 ,1303
9223,1984,Other Ethnic Groups,female,25 - 29 ,1395
9224,1984,Other Ethnic Groups,female,30 - 34 ,1237
9225,1984,Other Ethnic Groups,female,35 - 39 ,942
9226,1984,Other Ethnic Groups,female,40 - 44 ,672
9227,1984,Other Ethnic Groups,female,45 - 49 ,697
9228,1984,Other Ethnic Groups,female,50 - 54 ,597
9229,1984,Other Ethnic Groups,female,55 - 59 ,543
9230,1984,Other Ethnic Groups,female,60 - 64 ,433
9231,1984,Other Ethnic Groups,female,65 - 69 ,317
9232,1984,Other Ethnic Groups,female,70 - 74 ,251
9233,1984,Other Ethnic Groups,female,75 - 79 ,
9234,1984,Other Ethnic Groups,female,80 - 84 ,
9235,1984,Other Ethnic Groups,female,65 - 85,889
9236,1984,Other Ethnic Groups,female,70 - 85,572
9237,1984,Other Ethnic Groups,female,75 - 85,321
9238,1984,Other Ethnic Groups,female,80 - 84,
9239,1984,Other Ethnic Groups,female,85,
9240,1985,Total Residents,both combined,0  -  4 ,203346
9241,1985,Total Residents,both combined,5  -  9 ,192039
9242,1985,Total Residents,both combined,10 - 14 ,219364
9243,1985,Total Residents,both combined,15 - 19 ,227897
9244,1985,Total Residents,both combined,20 - 24 ,271686
9245,1985,Total Residents,both combined,25 - 29 ,285241
9246,1985,Total Residents,both combined,30 - 34 ,244604
9247,1985,Total Residents,both combined,35 - 39 ,200017
9248,1985,Total Residents,both combined,40 - 44 ,126919
9249,1985,Total Residents,both combined,45 - 49 ,121343
9250,1985,Total Residents,both combined,50 - 54 ,101945
9251,1985,Total Residents,both combined,55 - 59 ,87264
9252,1985,Total Residents,both combined,60 - 64 ,65302
9253,1985,Total Residents,both combined,65 - 69 ,52297
9254,1985,Total Residents,both combined,70 - 74 ,40671
9255,1985,Total Residents,both combined,75 - 79 ,
9256,1985,Total Residents,both combined,80 - 84 ,
9257,1985,Total Residents,both combined,65 - 85,135652
9258,1985,Total Residents,both combined,70 - 85,83355
9259,1985,Total Residents,both combined,75 - 85,42684
9260,1985,Total Residents,both combined,80 - 84,
9261,1985,Total Residents,both combined,85,
9262,1985,Total Residents,male,0  -  4 ,105542
9263,1985,Total Residents,male,5  -  9 ,99654
9264,1985,Total Residents,male,10 - 14 ,113493
9265,1985,Total Residents,male,15 - 19 ,116829
9266,1985,Total Residents,male,20 - 24 ,138585
9267,1985,Total Residents,male,25 - 29 ,145632
9268,1985,Total Residents,male,30 - 34 ,123902
9269,1985,Total Residents,male,35 - 39 ,100859
9270,1985,Total Residents,male,40 - 44 ,63731
9271,1985,Total Residents,male,45 - 49 ,61023
9272,1985,Total Residents,male,50 - 54 ,51296
9273,1985,Total Residents,male,55 - 59 ,44245
9274,1985,Total Residents,male,60 - 64 ,32948
9275,1985,Total Residents,male,65 - 69 ,25013
9276,1985,Total Residents,male,70 - 74 ,18597
9277,1985,Total Residents,male,75 - 79 ,
9278,1985,Total Residents,male,80 - 84 ,
9279,1985,Total Residents,male,65 - 85,60728
9280,1985,Total Residents,male,70 - 85,35715
9281,1985,Total Residents,male,75 - 85,17118
9282,1985,Total Residents,male,80 - 84,
9283,1985,Total Residents,male,85,
9284,1985,Total Residents,female,0  -  4 ,97803
9285,1985,Total Residents,female,5  -  9 ,92386
9286,1985,Total Residents,female,10 - 14 ,105871
9287,1985,Total Residents,female,15 - 19 ,111068
9288,1985,Total Residents,female,20 - 24 ,133101
9289,1985,Total Residents,female,25 - 29 ,139609
9290,1985,Total Residents,female,30 - 34 ,120702
9291,1985,Total Residents,female,35 - 39 ,99158
9292,1985,Total Residents,female,40 - 44 ,63188
9293,1985,Total Residents,female,45 - 49 ,60320
9294,1985,Total Residents,female,50 - 54 ,50649
9295,1985,Total Residents,female,55 - 59 ,43019
9296,1985,Total Residents,female,60 - 64 ,32354
9297,1985,Total Residents,female,65 - 69 ,27284
9298,1985,Total Residents,female,70 - 74 ,22075
9299,1985,Total Residents,female,75 - 79 ,
9300,1985,Total Residents,female,80 - 84 ,
9301,1985,Total Residents,female,65 - 85,74925
9302,1985,Total Residents,female,70 - 85,47641
9303,1985,Total Residents,female,75 - 85,25566
9304,1985,Total Residents,female,80 - 84,
9305,1985,Total Residents,female,85,
9306,1985,malays,both combined,0  -  4 ,37689
9307,1985,malays,both combined,5  -  9 ,28282
9308,1985,malays,both combined,10 - 14 ,32778
9309,1985,malays,both combined,15 - 19 ,39103
9310,1985,malays,both combined,20 - 24 ,47304
9311,1985,malays,both combined,25 - 29 ,41105
9312,1985,malays,both combined,30 - 34 ,30716
9313,1985,malays,both combined,35 - 39 ,22023
9314,1985,malays,both combined,40 - 44 ,12848
9315,1985,malays,both combined,45 - 49 ,14355
9316,1985,malays,both combined,50 - 54 ,13184
9317,1985,malays,both combined,55 - 59 ,12089
9318,1985,malays,both combined,60 - 64 ,9049
9319,1985,malays,both combined,65 - 69 ,5903
9320,1985,malays,both combined,70 - 74 ,3289
9321,1985,malays,both combined,75 - 79 ,
9322,1985,malays,both combined,80 - 84 ,
9323,1985,malays,both combined,65 - 85,12082
9324,1985,malays,both combined,70 - 85,6179
9325,1985,malays,both combined,75 - 85,2890
9326,1985,malays,both combined,80 - 84,
9327,1985,malays,both combined,85,
9328,1985,malays,male,0  -  4 ,19421
9329,1985,malays,male,5  -  9 ,14692
9330,1985,malays,male,10 - 14 ,16950
